concessionaria;ano_do_pnv_snv;tipo_de_radar;rodovia;uf;km_m;municipio;tipo_pista;sentido;situacao;data_da_inativacao;latitude;longitude;velocidade_leve;velocidade_pesado
ECOVIAS RIO MINAS;2021;Controlador;BR-116;RJ;2,241;Sapucaia;Principal;Decrescente;Ativo;;-21,881485;-42,680909;50;50
ECOVIAS RIO MINAS;2021;Controlador;BR-465;RJ;10,500;Seropédica;Principal;Decrescente;Ativo;;-22,777844;-43,662371;50;50
ECOVIAS RIO MINAS;2021;Redutor;BR-116;MG;580,470;Manhuaçu;Principal;Crescente;Ativo;;-20,197911;-42,183333;30;30
ECOVIAS RIO MINAS;2021;Controlador;BR-465;RJ;8,363;Seropédica;Principal;Crescente/Decrescente;Ativo;;-22,766679;-43,679424;50;50
ECOVIAS RIO MINAS;2021;Controlador;BR-465;RJ;10,380;Seropédica;Principal;Crescente;Ativo;;-22,777844;-43,662371;50;50
ECOVIAS RIO MINAS;2021;Controlador;BR-116;RJ;171,265;Rio de Janeiro;Principal;Decrescente;Ativo;;-22,808143;-43,339485;100;80
ECOVIAS RIO MINAS;2021;Controlador;BR-116;RJ;108,170;Guapimirim;Principal;Crescente;Ativo;;-22,533422;-42,993942;50;50
ECOVIAS RIO MINAS;2021;Controlador;BR-116;RJ;173,460;São João de Meriti;Principal;Decrescente;Ativo;;-22,797708;-43,358346;100;80
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;486,915;Inhapim;Principal;Crescente;Ativo;;-19,452405;-42,128979;60;60
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;415,520;Governador Valadares;Principal;Crescente;Ativo;;-18,894123;-41,947656;30;30
ECOVIAS RIO MINAS;2021;Redutor;BR-116;MG;499,435;Inhapim;Principal;Decrescente;Ativo;;-19,558872;-42,123319;50;50
ECOVIAS RIO MINAS;2021;Redutor;BR-116;MG;497,200;Inhapim;Principal;Decrescente;Ativo;;-19,540845;-42,126032;50;50
ECOVIAS RIO MINAS;2021;Controlador;BR-116;MG;519,766;Caratinga;Principal;Decrescente;Ativo;;-19,726710;-42,132830;60;60
EPR IGUAÇU;2019;Redutor;BR-277;PR;305,550;Prudentópolis;Principal;Crescente;Ativo;;-25,298716;-51,143938;60;60
EPR IGUAÇU;2019;Redutor;BR-277;PR;305,550;Prudentópolis;Principal;Decrescente;Ativo;;-25,298716;-51,143938;60;60
EPR IGUAÇU;2019;Redutor;BR-277;PR;368,000;Guarapuava;Principal;Crescente;Ativo;;-25,413785;-51,675873;60;60
EPR IGUAÇU;2019;Redutor;BR-277;PR;368,000;Guarapuava;Principal;Decrescente;Ativo;;-25,413785;-51,675873;60;60
EPR IGUAÇU;2019;Redutor;BR-277;PR;609,500;Céu Azul;Principal;Crescente;Ativo;;-25,050614;-53,620300;50;50
EPR IGUAÇU;2019;Redutor;BR-277;PR;609,500;Céu Azul;Principal;Decrescente;Ativo;;-25,050614;-53,620300;50;50
EPR IGUAÇU;2019;Redutor;BR-277;PR;650,500;Céu Azul;Principal;Crescente;Ativo;;-25,194783;-53,941270;60;60
EPR IGUAÇU;2019;Redutor;BR-277;PR;650,500;Céu Azul;Principal;Decrescente;Ativo;;-25,194783;-53,941270;60;60
EPR IGUAÇU;2019;Controlador;BR-277;PR;659,100;Matelândia;Principal;Crescente;Ativo;;-25,249730;-53,983899;60;60
EPR IGUAÇU;2019;Controlador;BR-277;PR;659,100;Matelândia;Principal;Crescente;Ativo;;-25,249730;-53,983899;60;60
EPR IGUAÇU;2019;Controlador;BR-277;PR;659,100;Matelândia;Principal;Crescente;Ativo;;-25,249730;-53,983899;60;60
EPR IGUAÇU;2019;Redutor;BR-277;PR;723,000;Foz do Iguaçu;Principal;Crescente;Ativo;;-25,498904;-54,530153;60;60
EPR IGUAÇU;2019;Redutor;BR-277;PR;723,000;Foz do Iguaçu;Principal;Crescente;Ativo;;-25,498904;-54,530153;60;60
EPR IGUAÇU;2019;Controlador;BR-277;PR;726,900;Foz do Iguaçu;Principal;Decrescente;Ativo;;-25,510220;-54,565554;60;60
EPR IGUAÇU;2019;Controlador;BR-277;PR;726,900;Foz do Iguaçu;Principal;Decrescente;Ativo;;-25,510220;-54,565554;60;60
LITORAL PIONEIRO;2019;Controlador;BR-369;PR;18,400;Cambará;Principal;Crescente;Ativo;;-23,036200;-50,068400;60;60
LITORAL PIONEIRO;2019;Controlador;BR-369;PR;86,250;Cornélio Procópio;Principal;Crescente;Ativo;;-23,173400;-50,620000;60;60
LITORAL PIONEIRO;2019;Controlador;407;PR;0,000;Paranaguá;Principal;Crescente;Ativo;;-25,560100;-48,582300;40;40
LITORAL PIONEIRO;2019;Controlador;Acesso BR-277 2;PR;2,070;Paranaguá;Principal;Decrescente;Ativo;;-25,548900;-48,548400;60;60
LITORAL PIONEIRO;2019;Controlador;Acesso BR-277 2;PR;2,070;Paranaguá;Principal;Crescente;Ativo;;-25,548900;-48,548400;60;60
LITORAL PIONEIRO;2019;Controlador;BR-277;PR;32,000;Morretes;Principal;Crescente;Ativo;;-25,560200;-48,813900;80;60
LITORAL PIONEIRO;2019;Controlador;BR-277;PR;33,300;Morretes;Principal;Decrescente;Ativo;;-25,568100;-48,811800;80;60
LITORAL PIONEIRO;2019;Controlador;BR-277;PR;36,400;Morretes;Principal;Decrescente;Ativo;;-25,571300;-48,839700;80;60
LITORAL PIONEIRO;2019;Controlador;BR-153;PR;31,150;Santo Antônio da Platina;Principal;Crescente;Ativo;;-23,225300;-50,025300;60;60
LITORAL PIONEIRO;2019;Controlador;BR-153;PR;41,900;Santo Antônio da Platina;Principal;Crescente;Ativo;;-23,296800;-50,068200;60;60
LITORAL PIONEIRO;2019;Controlador;BR-153;PR;41,950;Santo Antônio da Platina;Principal;Decrescente;Ativo;;-23,297200;-50,068500;60;60
LITORAL PIONEIRO;2019;Controlador;BR-277;PR;35,500;Morretes;Principal;Decrescente;Ativo;;-25,573700;-48,831300;80;60
LITORAL PIONEIRO;2019;Controlador;BR-277;PR;1,120;Paranaguá;Principal;Decrescente;Ativo;;-25,529000;-48,547900;60;60
LITORAL PIONEIRO;2019;Controlador;BR-277;PR;0,950;Paranaguá;Principal;Crescente;Ativo;;-25,527500;-48,547700;40;40
LITORAL PIONEIRO;2019;Controlador;BR-369;PR;19,970;Cambará;Principal;Decrescente;Ativo;;-23,037500;-50,082700;60;60
LITORAL PIONEIRO;2019;Controlador;BR-369;PR;86,330;Cornélio Procópio;Principal;Decrescente;Ativo;;-23,173700;-50,620700;60;60
LITORAL PIONEIRO;2019;Controlador;092;PR;219,800;Arapoti;Principal;Crescente;Ativo;;-24,135400;-49,832100;60;60
LITORAL PIONEIRO;2019;Controlador;092;PR;220,200;Arapoti;Principal;Decrescente;Ativo;;-24,133300;-49,835300;60;60
LITORAL PIONEIRO;2019;Controlador;092;PR;280,220;Siqueira Campos;Principal;Crescente;Ativo;;-23,686800;-49,821500;60;60
LITORAL PIONEIRO;2019;Controlador;092;PR;280,240;Siqueira Campos;Principal;Decrescente;Ativo;;-23,686700;-49,821700;60;60
LITORAL PIONEIRO;2019;Controlador;151;PR;195,900;Jaguariaíva;Principal;Decrescente;Ativo;;-24,177800;-49,615100;60;60
LITORAL PIONEIRO;2019;Controlador;151;PR;195,800;Jaguariaíva;Principal;Crescente;Ativo;;-24,176700;-49,614100;60;60
LITORAL PIONEIRO;2019;Controlador;151;PR;260,200;Piraí do Sul;Principal;Crescente;Ativo;;-24,554600;-49,931800;60;60
LITORAL PIONEIRO;2019;Controlador;151;PR;297,800;Carambeí;Principal;Crescente;Ativo;;-24,867500;-50,037000;60;60
LITORAL PIONEIRO;2019;Controlador;151;PR;298,000;Carambeí;Principal;Decrescente;Ativo;;-24,868500;-50,038000;60;60
LITORAL PIONEIRO;2019;Controlador;151;PR;307,400;Carambeí;Principal;Crescente;Ativo;;-24,929100;-50,099900;80;80
LITORAL PIONEIRO;2019;Controlador;151;PR;315,600;Carambeí;Principal;Crescente;Ativo;;-24,994900;-50,126300;80;80
LITORAL PIONEIRO;2019;Controlador;BR-277;PR;41,400;Morretes;Principal;Decrescente;Ativo;;-25,584600;-48,876400;80;60
MSVIA;2014;Controlador;BR-163;MS;26,600;Mundo Novo;Principal;Crescente;Ativo;;-23,876830;-54,321937;100;80
MSVIA;2014;Controlador;BR-163;MS;27,300;Mundo Novo;Principal;Decrescente;Ativo;;-23,871613;-54,325601;100;80
MSVIA;2014;Controlador;BR-163;MS;75,700;Itaquiraí;Principal;Decrescente;Ativo;;-23,492776;-54,185490;60;60
MSVIA;2014;Controlador;BR-163;MS;260,200;Dourados;Principal;Crescente;Ativo;;-22,243012;-54,770460;100;80
MSVIA;2014;Controlador;BR-163;MS;269,400;Dourados;Principal;Crescente;Ativo;;-22,198842;-54,697236;60;60
MSVIA;2014;Controlador;BR-163;MS;270,700;Dourados;Principal;Decrescente;Ativo;;-22,192938;-54,689831;60;60
MSVIA;2014;Controlador;BR-163;MS;363,500;Nova Alvorada do Sul;Principal;Crescente;Ativo;;-21,476968;-54,387384;60;60
MSVIA;2014;Controlador;BR-163;MS;397,000;Nova Alvorada do Sul;Principal;Decrescente;Ativo;;-21,193144;-54,465419;100;80
MSVIA;2014;Controlador;BR-163;MS;466,800;Campo Grande;Principal;Crescente;Ativo;;-20,580802;-54,579087;60;60
MSVIA;2014;Controlador;BR-163;MS;475,600;Campo Grande;Principal;Decrescente;Ativo;;-20,514983;-54,563330;60;60
MSVIA;2014;Controlador;BR-163;MS;480,600;Campo Grande;Principal;Crescente;Ativo;;-20,473340;-54,559409;60;60
MSVIA;2014;Controlador;BR-163;MS;675,500;Rio Verde de Mato Grosso;Principal;Crescente;Ativo;;-18,959252;-54,828029;100;80
MSVIA;2014;Controlador;BR-163;MS;690,600;Rio Verde de Mato Grosso;Principal;Crescente;Ativo;;-18,834186;-54,813606;100;80
MSVIA;2014;Controlador;BR-163;MS;253,697;Dourados;Principal;Crescente;Ativo;;-22,273810;-54,818560;60;60
MSVIA;2014;Controlador;BR-163;MS;681,397;Rio Verde de Mato Grosso;Principal;Crescente/Decrescente;Ativo;;-18,907938;-54,840658;60;60
MSVIA;2014;Controlador;BR-163;MS;419,867;Campo Grande;Principal;Crescente/Decrescente;Ativo;;-20,992356;-54,506691;60;60
MSVIA;2014;Controlador;BR-163;MS;255,795;Dourados;Principal;Crescente;Ativo;;-22,260629;-54,804010;60;60
MSVIA;2014;Controlador;BR-163;MS;257,955;Dourados;Principal;Crescente;Ativo;;-22,258910;-54,784360;60;60
MSVIA;2014;Controlador;BR-163;MS;258,465;Dourados;Principal;Decrescente;Ativo;;-22,256869;-54,780059;60;60
MSVIA;2014;Controlador;BR-163;MS;649,060;São Gabriel do Oeste;Principal;Crescente/Decrescente;Ativo;;-19,162196;-54,759399;100;80
MSVIA;2014;Controlador;BR-163;MS;421,496;Campo Grande;Principal;Crescente/Decrescente;Ativo;;-20,977801;-54,504827;60;60
MSVIA;2014;Redutor;BR-163;MS;527,000;Jaraguari;Principal;Crescente/Decrescente;Ativo;;-20,097495;-54,437731;40;40
MSVIA;2014;Redutor;BR-163;MS;730,266;Coxim;Principal;Crescente/Decrescente;Ativo;;-18,503050;-54,733521;40;40
MSVIA;2014;Redutor;BR-163;MS;680,433;Rio Verde de Mato Grosso;Principal;Crescente/Decrescente;Ativo;;-18,916170;-54,838502;40;40
MSVIA;2014;Redutor;BR-163;MS;526,427;Jaraguari;Principal;Crescente/Decrescente;Ativo;;-20,102584;-54,439999;40;40
MSVIA;2014;Redutor;BR-163;MS;614,172;São Gabriel do Oeste;Principal;Crescente/Decrescente;Ativo;;-19,400625;-54,564441;40;40
MSVIA;2014;Controlador;BR-163;MS;254,015;Dourados;Principal;Decrescente;Ativo;;-22,271670;-54,816490;60;60
MSVIA;2014;Redutor;BR-163;MS;18,536;Mundo Novo;Principal;Crescente/Decrescente;Ativo;;-23,938400;-54,281068;40;40
MSVIA;2014;Redutor;BR-163;MS;265,824;Dourados;Principal;Crescente/Decrescente;Ativo;;-22,219275;-54,723943;40;40
MSVIA;2014;Redutor;BR-163;MS;420,485;Campo Grande;Principal;Crescente/Decrescente;Ativo;;-20,986567;-54,506009;40;40
MSVIA;2014;Controlador;BR-163;MS;487,480;Campo Grande;Principal;Crescente/Decrescente;Ativo;;-20,420040;-54,546540;60;60
MSVIA;2014;Controlador;BR-163;MS;616,568;São Gabriel do Oeste;Principal;Crescente/Decrescente;Ativo;;-19,382070;-54,576070;60;60
MSVIA;2014;Redutor;BR-163;MS;617,700;São Gabriel do Oeste;Principal;Crescente/Decrescente;Ativo;;-19,373270;-54,581459;60;60
MSVIA;2014;Controlador;BR-163;MS;547,428;Bandeirantes;Principal;Crescente/Decrescente;Ativo;;-19,927050;-54,366100;60;60
MSVIA;2014;Controlador;BR-163;MS;218,090;Caarapó;Principal;Crescente/Decrescente;Ativo;;-22,553860;-54,833060;100;80
MSVIA;2014;Controlador;BR-163;MS;767,667;Coxim;Principal;Crescente/Decrescente;Ativo;;-18,185810;-54,654660;60;60
MSVIA;2014;Controlador;BR-163;MS;493,276;Campo Grande;Principal;Crescente/Decrescente;Ativo;;-20,378370;-54,538020;100;80
MSVIA;2014;Controlador;BR-163;MS;343,345;Rio Brilhante;Principal;Crescente/Decrescente;Ativo;;-20,387280;-54,548010;60;60
MSVIA;2014;Controlador;BR-163;MS;725,467;Rio Verde de Mato Grosso;Principal;Crescente/Decrescente;Ativo;;-18,544533;-54,746857;60;60
MSVIA;2014;Redutor;BR-163;MS;727,200;Rio Verde de Mato Grosso;Principal;Crescente/Decrescente;Ativo;;-18,530077;-54,741251;40;40
MSVIA;2014;Controlador;BR-163;MS;413,170;Nova Alvorada do Sul;Principal;Crescente/Decrescente;Ativo;;-21,051700;-54,498883;100;80
MSVIA;2014;Redutor;BR-163;MS;548,440;Bandeirantes;Principal;Crescente/Decrescente;Ativo;;-19,918372;-54,368570;40;40
MSVIA;2014;Redutor;BR-163;MS;548,820;Bandeirantes;Principal;Crescente/Decrescente;Ativo;;-19,915095;-54,369550;40;40
MSVIA;2014;Controlador;BR-163;MS;616,600;São Gabriel do Oeste;Principal;Crescente/Decrescente;Ativo;;-19,382116;-54,576027;60;60
MSVIA;2014;Controlador;BR-163;MS;725,465;Coxim;Principal;Crescente/Decrescente;Ativo;;-18,544525;-54,746877;60;60
MSVIA;2014;Controlador;BR-163;MS;5,180;Mundo Novo;Principal;Crescente/Decrescente;Ativo;;-24,010345;-54,305205;60;60
MSVIA;2014;Controlador;BR-163;MS;17,600;Mundo Novo;Principal;Crescente/Decrescente;Ativo;;-23,945694;-54,283600;60;60
MSVIA;2014;Controlador;BR-163;MS;491,801;Campo Grande;Principal;Decrescente;Ativo;;-20,387276;-54,548019;60;60
MSVIA;2014;Controlador;BR-163;MS;547,420;Bandeirantes;Principal;Crescente/Decrescente;Ativo;;-19,927230;-54,366066;60;60
MSVIA;2014;Controlador;BR-163;MS;575,300;Bandeirantes;Principal;Crescente/Decrescente;Ativo;;-19,679582;-54,350129;60;60
MSVIA;2014;Controlador;BR-163;MS;307,200;Douradina;Principal;Crescente/Decrescente;Ativo;;-21,917780;-54,534979;80;80
MSVIA;2014;Controlador;BR-163;MS;308,250;Rio Brilhante;Principal;Crescente/Decrescente;Ativo;;-21,908149;-54,533082;80;80
RIOSP;2000;Controlador;BR-116;RJ;230,821;Piraí;Principal;Decrescente;Ativo;;-22,668398;-43,827811;40;40
RIOSP;2000;Controlador;BR-116;SP;197,376;Arujá;Principal;Decrescente;Ativo;;-23,397994;-46,296136;80;80
RIOSP;2000;Controlador;BR-116;SP;68,421;Aparecida;Principal;Crescente;Ativo;;-22,835632;-45,220051;100;80
RIOSP;2000;Controlador;BR-116;SP;65,440;Guaratinguetá;Principal;Decrescente;Ativo;;-22,821801;-45,196731;100;80
RIOSP;2000;Controlador;BR-116;RJ;336,085;Resende;Principal;Decrescente;Ativo;;-22,501349;-44,667637;110;90
RIOSP;2000;Controlador;BR-116;RJ;332,880;Itatiaia;Principal;Crescente;Ativo;;-22,497182;-44,642786;110;90
RIOSP;2000;Controlador;BR-116;RJ;317,930;Itatiaia;Principal;Decrescente;Ativo;;-22,467917;-44,510360;110;90
RIOSP;2000;Controlador;BR-116;RJ;305,950;Resende;Principal;Crescente;Ativo;;-22,455725;-44,395567;110;90
RIOSP;2000;Controlador;BR-116;RJ;305,540;Resende;Principal;Decrescente;Ativo;;-22,455395;-44,391704;110;90
RIOSP;2000;Controlador;BR-116;RJ;276,590;Barra Mansa;Principal;Decrescente;Ativo;;-22,562395;-44,170901;80;80
RIOSP;2000;Controlador;BR-116;RJ;270,700;Barra Mansa;Principal;Crescente;Ativo;;-22,563596;-44,122209;100;80
RIOSP;2000;Controlador;BR-116;RJ;261,620;Volta Redonda;Principal;Decrescente;Ativo;;-22,585945;-44,055646;110;90
RIOSP;2000;Controlador;BR-116;RJ;242,870;Piraí;Principal;Decrescente;Ativo;;-22,630104;-43,910386;100;80
RIOSP;2000;Controlador;BR-116;RJ;234,100;Piraí;Principal;Crescente;Ativo;;-22,665734;-43,847786;80;80
RIOSP;2000;Controlador;BR-116;RJ;233,100;Piraí;Principal;Decrescente;Ativo;;-22,665871;-43,839376;40;40
RIOSP;2000;Controlador;BR-116;RJ;231,220;Piraí;Principal;Crescente;Ativo;;-22,652689;-43,832079;80;80
RIOSP;2000;Controlador;BR-116;RJ;230,820;Piraí;Principal;Decrescente;Ativo;;-22,668398;-43,827811;40;40
RIOSP;2000;Controlador;BR-116;RJ;228,670;Piraí;Principal;Decrescente;Ativo;;-22,679667;-43,838867;40;40
RIOSP;2000;Controlador;BR-116;RJ;228,050;Piraí;Principal;Decrescente;Ativo;;-22,680299;-43,836068;40;40
RIOSP;2000;Controlador;BR-116;RJ;226,540;Piraí;Principal;Decrescente;Ativo;;-22,682601;-43,827541;40;40
RIOSP;2000;Controlador;BR-101;RJ;577,000;Paraty;Principal;Decrescente;Ativo;;-23,230872;-44,719659;60;60
RIOSP;2000;Controlador;BR-101;RJ;532,100;Angra dos Reis;Principal;Decrescente;Ativo;;-23,017784;-44,530233;60;60
RIOSP;2000;Controlador;BR-101;RJ;508,000;Angra dos Reis;Principal;Crescente;Ativo;;-22,941211;-44,421564;60;60
RIOSP;2000;Controlador;BR-101;RJ;505,500;Angra dos Reis;Principal;Decrescente;Ativo;;-22,936705;-44,399357;50;50
RIOSP;2000;Controlador;BR-101;RJ;485,800;Angra dos Reis;Principal;Decrescente;Ativo;;-22,979751;-44,295796;50;50
RIOSP;2000;Controlador;BR-101;RJ;485,100;Angra dos Reis;Principal;Crescente;Ativo;;-22,985655;-44,297128;60;60
RIOSP;2000;Controlador;BR-101;RJ;484,500;Angra dos Reis;Principal;Decrescente;Ativo;;-22,987772;-44,302403;60;60
RIOSP;2000;Controlador;BR-101;RJ;483,800;Angra dos Reis;Principal;Decrescente;Ativo;;-22,993467;-44,304171;60;60
RIOSP;2000;Controlador;BR-101;RJ;482,300;Angra dos Reis;Principal;Crescente;Ativo;;-23,002651;-44,297922;50;50
RIOSP;2000;Controlador;BR-101;RJ;473,800;Angra dos Reis;Principal;Decrescente;Ativo;;-22,993366;-44,247773;50;50
RIOSP;2000;Controlador;BR-101;RJ;472,300;Angra dos Reis;Principal;Decrescente;Ativo;;-22,987513;-44,234874;50;50
RIOSP;2000;Controlador;BR-101;RJ;470,300;Angra dos Reis;Principal;Decrescente;Ativo;;-23,002553;-44,228513;60;60
RIOSP;2000;Controlador;BR-101;RJ;432,960;Mangaratiba;Principal;Decrescente;Ativo;;-22,938545;-44,034254;60;60
RIOSP;2000;Controlador;BR-101;RJ;419,600;Mangaratiba;Principal;Decrescente;Ativo;;-22,919123;-43,924176;60;60
RIOSP;2000;Controlador;BR-101;RJ;415,000;Mangaratiba;Principal;Crescente;Ativo;;-22,906058;-43,888453;100;80
RIOSP;2000;Controlador;BR-101;RJ;415,000;Mangaratiba;Principal;Decrescente;Ativo;;-22,906058;-43,888453;100;80
RIOSP;2000;Controlador;BR-101;RJ;412,000;Itaguaí;Principal;Crescente;Ativo;;-22,898754;-43,861492;50;50
RIOSP;2000;Controlador;BR-101;RJ;412,000;Itaguaí;Principal;Decrescente;Ativo;;-22,898754;-43,861492;50;50
RIOSP;2000;Controlador;BR-101;RJ;407,000;Itaguaí;Principal;Decrescente;Ativo;;-22,877999;-43,818911;100;80
RIOSP;2000;Controlador;BR-101;RJ;404,000;Itaguaí;Principal;Crescente;Ativo;;-22,862461;-43,795039;100;80
RIOSP;2000;Controlador;BR-101;RJ;383,600;Rio de Janeiro;Principal;Decrescente;Ativo;;-22,879347;-43,621664;90;90
RIOSP;2000;Controlador;BR-101;RJ;382,400;Rio de Janeiro;Principal;Crescente;Ativo;;-22,874774;-43,610946;90;90
RIOSP;2000;Controlador;BR-116;SP;228,790;São Paulo;Principal;Crescente;Ativo;;-23,510284;-46,573941;110;90
RIOSP;2000;Controlador;BR-116;SP;225,880;Guarulhos;Principal;Decrescente;Ativo;;-23,493594;-46,552641;90;90
RIOSP;2000;Controlador;BR-116;SP;224,145;Guarulhos;Principal;Crescente;Ativo;;-23,483972;-46,538453;90;90
RIOSP;2000;Controlador;BR-116;SP;224,145;Guarulhos;Principal;Crescente;Ativo;;-23,484045;-46,538374;110;90
RIOSP;2000;Controlador;BR-116;SP;224,145;Guarulhos;Principal;Decrescente;Ativo;;-23,484090;-46,538325;110;90
RIOSP;2000;Controlador;BR-116;SP;219,570;Guarulhos;Principal;Decrescente;Ativo;;-23,465246;-46,499640;90;90
RIOSP;2000;Controlador;BR-116;SP;217,670;Guarulhos;Principal;Crescente;Ativo;;-23,458908;-46,483360;90;90
RIOSP;2000;Controlador;BR-116;SP;202,390;Arujá;Principal;Crescente;Ativo;;-23,409483;-46,342533;110;90
RIOSP;2000;Controlador;BR-116;SP;192,140;Santa Isabel;Principal;Decrescente;Ativo;;-23,376876;-46,249147;80;80
RIOSP;2000;Controlador;BR-116;SP;176,350;Guararema;Principal;Crescente;Ativo;;-23,321825;-46,111816;110;90
RIOSP;2000;Controlador;BR-116;SP;163,310;Jacareí;Principal;Crescente;Ativo;;-23,287129;-45,993317;110;90
RIOSP;2000;Controlador;BR-116;SP;163,310;Jacareí;Principal;Decrescente;Ativo;;-23,287202;-45,993254;110;90
RIOSP;2000;Controlador;BR-116;SP;148,700;São José dos Campos;Principal;Decrescente;Ativo;;-23,203685;-45,882728;100;80
RIOSP;2000;Controlador;BR-116;SP;143,430;São José dos Campos;Principal;Crescente;Ativo;;-23,179129;-45,839602;110;90
RIOSP;2000;Controlador;BR-116;SP;130,410;Caçapava;Principal;Crescente;Ativo;;-23,122603;-45,727277;110;90
RIOSP;2000;Controlador;BR-116;SP;130,410;Caçapava;Principal;Decrescente;Ativo;;-23,122675;-45,727244;110;90
RIOSP;2000;Controlador;BR-116;SP;116,240;Taubaté;Principal;Crescente;Ativo;;-23,054711;-45,611173;110;90
RIOSP;2000;Controlador;BR-116;SP;108,260;Taubaté;Principal;Crescente;Ativo;;-23,024871;-45,540116;100;80
RIOSP;2000;Controlador;BR-116;SP;106,040;Taubaté;Principal;Decrescente;Ativo;;-23,013327;-45,523768;100;80
RIOSP;2000;Controlador;BR-116;SP;101,950;Pindamonhangaba;Principal;Crescente;Ativo;;-22,994664;-45,489411;110;90
RIOSP;2000;Controlador;BR-116;SP;94,240;Pindamonhangaba;Principal;Crescente;Ativo;;-22,961476;-45,423261;110;90
RIOSP;2000;Controlador;BR-116;SP;92,140;Pindamonhangaba;Principal;Decrescente;Ativo;;-22,952545;-45,405246;110;90
RIOSP;2000;Controlador;BR-116;SP;69,390;Aparecida;Principal;Decrescente;Ativo;;-22,843232;-45,224667;100;80
RIOSP;2000;Controlador;BR-116;SP;60,340;Guaratinguetá;Principal;Crescente;Ativo;;-22,792345;-45,163017;110;90
RIOSP;2000;Controlador;BR-116;SP;54,000;Lorena;Principal;Decrescente;Ativo;;-22,757284;-45,114169;110;90
RIOSP;2000;Controlador;BR-116;SP;38,520;Cachoeira Paulista;Principal;Decrescente;Ativo;;-22,672040;-44,995861;110;90
RIOSP;2000;Controlador;BR-116;SP;28,120;Cruzeiro;Principal;Decrescente;Ativo;;-22,624377;-44,912786;80;80
RIOSP;2000;Controlador;BR-116;SP;27,630;Silveiras;Principal;Crescente;Ativo;;-22,621920;-44,909430;80;80
RIOSP;2000;Controlador;BR-116;SP;22,310;Lavrinhas;Principal;Decrescente;Ativo;;-22,585081;-44,879807;80;80
RIOSP;2000;Controlador;BR-101;SP;50,500;Ubatuba;Principal;Decrescente;Ativo;;-23,452695;-45,074811;40;40
RIOSP;2000;Controlador;BR-101;SP;48,630;Ubatuba;Principal;Crescente;Ativo;;-23,440116;-45,087368;40;40
RIOSP;2000;Controlador;BR-101;SP;46,600;Ubatuba;Principal;Decrescente;Ativo;;-23,425878;-45,077354;40;40
RIOSP;2000;Controlador;BR-101;SP;46,600;Ubatuba;Principal;Crescente;Ativo;;-23,425878;-45,077354;40;40
RIOSP;2000;Controlador;BR-101;SP;35,330;Ubatuba;Principal;Crescente;Ativo;;-23,392756;-45,009061;60;60
RODOVIA DO AÇO;2016;Controlador;BR-393;RJ;103,450;Sapucaia;Principal;Crescente;Ativo;;-21,879046;-42,679691;60;60
RODOVIA DO AÇO;2016;Controlador;BR-393;RJ;104,320;Sapucaia;Principal;Decrescente;Ativo;;-21,880719;-42,684383;60;60
RODOVIA DO AÇO;2016;Controlador;BR-393;RJ;143,800;Sapucaia;Principal;Decrescente;Ativo;;-22,046359;-43,000731;60;60
RODOVIA DO AÇO;2016;Controlador;BR-393;RJ;157,380;Três Rios;Principal;Crescente;Ativo;;-22,101572;-43,094385;40;40
RODOVIA DO AÇO;2016;Controlador;BR-393;RJ;175,520;Três Rios;Principal;Crescente;Ativo;;-22,124125;-43,230130;40;40
RODOVIA DO AÇO;2016;Controlador;BR-393;RJ;236,380;Vassouras;Principal;Decrescente;Ativo;;-22,417588;-43,681278;60;60
RODOVIA DO AÇO;2016;Controlador;BR-393;RJ;236,840;Vassouras;Principal;Decrescente;Ativo;;-22,420001;-43,684734;60;60
RODOVIA DO AÇO;2016;Controlador;BR-393;RJ;238,750;Vassouras;Principal;Crescente;Ativo;;-22,430588;-43,700519;60;60
RODOVIA DO AÇO;2016;Controlador;BR-393;RJ;243,380;Vassouras;Principal;Decrescente;Ativo;;-22,431002;-43,740140;60;60
RODOVIA DO AÇO;2016;Controlador;BR-393;RJ;274,100;Barra do Piraí;Principal;Decrescente;Ativo;;-22,474864;-43,995843;60;60
RODOVIA DO AÇO;2016;Controlador;BR-393;RJ;232,250;Vassouras;Principal;Crescente;Ativo;;-22,392608;-43,652209;40;40
RODOVIA DO AÇO;2016;Controlador;BR-393;RJ;232,330;Vassouras;Principal;Decrescente;Ativo;;-22,392345;-43,652073;40;40
TRANSBRASILIANA;2015;Controlador;BR-153;SP;30,000;Nova Granada;Principal;Decrescente;Ativo;;-20,542967;-49,330419;60;60
TRANSBRASILIANA;2015;Controlador;BR-153;SP;60,000;São José do Rio Preto;Principal;Crescente;Ativo;;-20,797253;-49,355186;80;80
TRANSBRASILIANA;2015;Controlador;BR-153;SP;62,000;São José do Rio Preto;Principal;Decrescente;Ativo;;-20,812398;-49,356655;80;80
VIA ARAUCÁRIA;2019;Controlador;Acesso BR-277;PR;3,320;Curitiba;Principal;Decrescente;Ativo;;-25,430500;-49,333098;80;80
VIA ARAUCÁRIA;2019;Controlador;BR-277;PR;109,700;Curitiba;Principal;Crescente;Ativo;;-25,427559;-49,387434;80;80
VIA ARAUCÁRIA;2019;Controlador;BR-277;PR;111,770;Campo Largo;Principal;Decrescente;Ativo;;-25,433630;-49,406770;80;80
